Id,Song Name,Artist id,Artist,Album Name,Release Date,Popularity,0,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Artist_followers,Genre
3nqQXoyQOWXiESFLlDF1hG,Unholy (feat. Kim Petras),2wY79sveU1sp5g7SokKOiI,Sam Smith,Unholy (feat. Kim Petras),2022-09-22,100,,0.013,https://api.spotify.com/v1/audio-analysis/3nqQXoyQOWXiESFLlDF1hG,0.714,156943.0,0.472,3nqQXoyQOWXiESFLlDF1hG,4.51e-06,2.0,0.266,-7.375,1.0,0.0864,131.121,4.0,https://api.spotify.com/v1/tracks/3nqQXoyQOWXiESFLlDF1hG,audio_features,spotify:track:3nqQXoyQOWXiESFLlDF1hG,0.238,20816519,"['dance pop', 'pop', 'uk pop']"
2tTmW7RDtMQtBk7m2rYeSw,"Quevedo: Bzrp Music Sessions, Vol. 52",716NhGYqD1jl2wI1Qkgq36,Bizarrap,"Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,97,,0.0125,https://api.spotify.com/v1/audio-analysis/2tTmW7RDtMQtBk7m2rYeSw,0.621,198938.0,0.782,2tTmW7RDtMQtBk7m2rYeSw,0.033,2.0,0.23,-5.548,1.0,0.044,128.033,4.0,https://api.spotify.com/v1/tracks/2tTmW7RDtMQtBk7m2rYeSw,audio_features,spotify:track:2tTmW7RDtMQtBk7m2rYeSw,0.55,7863085,"['argentine hip hop', 'pop venezolano', 'trap argentino']"
4uUG5RXrOk84mYEfFvj3cK,I'm Good (Blue),1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,I'm Good (Blue),2022-08-26,97,,0.00383,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,0.561,175238.0,0.965,4uUG5RXrOk84mYEfFvj3cK,7.07e-06,7.0,0.371,-3.673,0.0,0.0343,128.04,4.0,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,audio_features,spotify:track:4uUG5RXrOk84mYEfFvj3cK,0.304,25038984,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']"
0V3wPSX9ygBnCm8psDIegu,Anti-Hero,06HL4z0CvFAxyc27GXpf02,Taylor Swift,Midnights,2022-10-21,97,,0.13,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,0.637,200690.0,0.643,0V3wPSX9ygBnCm8psDIegu,1.8e-06,4.0,0.142,-6.571,1.0,0.0519,97.008,4.0,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,audio_features,spotify:track:0V3wPSX9ygBnCm8psDIegu,0.533,62687649,['pop']
5ww2BF9slyYgNOk37BlC4u,La Bachata,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,La Bachata,2022-05-26,97,,0.583,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,0.835,162638.0,0.679,5ww2BF9slyYgNOk37BlC4u,1.98e-06,7.0,0.218,-5.329,0.0,0.0364,124.98,4.0,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,audio_features,spotify:track:5ww2BF9slyYgNOk37BlC4u,0.85,10812997,"['colombian pop', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino']"
1bDbXMyjaUIooNwFE9wn0N,Rich Flex,3TVXtAsR1Inumwj472S9r4,Drake,Her Loss,2022-11-04,95,,0.0503,https://api.spotify.com/v1/audio-analysis/1bDbXMyjaUIooNwFE9wn0N,0.561,239360.0,0.52,1bDbXMyjaUIooNwFE9wn0N,1.86e-06,11.0,0.355,-9.342,0.0,0.244,153.15,3.0,https://api.spotify.com/v1/tracks/1bDbXMyjaUIooNwFE9wn0N,audio_features,spotify:track:1bDbXMyjaUIooNwFE9wn0N,0.424,69088297,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Un Verano Sin Ti,2022-05-06,95,,0.0901,https://api.spotify.com/v1/audio-analysis/6Sq7ltF9Qa7SNFBsV5Cogx,0.911,178567.0,0.712,6Sq7ltF9Qa7SNFBsV5Cogx,2.68e-05,1.0,0.0933,-5.105,0.0,0.0817,92.005,4.0,https://api.spotify.com/v1/tracks/6Sq7ltF9Qa7SNFBsV5Cogx,audio_features,spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx,0.425,59583011,"['reggaeton', 'trap latino']"
4h9wh7iOZ0GGn8QVp4RAOB,I Ain't Worried,5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",2022-05-13,95,,0.0826,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,0.704,148486.0,0.797,4h9wh7iOZ0GGn8QVp4RAOB,0.000745,0.0,0.0546,-5.927,1.0,0.0475,139.994,4.0,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,audio_features,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,0.825,14569606,"['piano rock', 'pop']"
1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Un Verano Sin Ti,2022-05-06,95,,0.0993,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,0.65,243717.0,0.715,1IHWl5LamUGEuP4ozKQSXZ,0.000291,5.0,0.126,-5.198,0.0,0.253,106.672,4.0,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,audio_features,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,0.187,59583011,"['reggaeton', 'trap latino']"
5Eax0qFko2dh7Rl2lYs3bx,Efecto,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Un Verano Sin Ti,2022-05-06,94,,0.141,https://api.spotify.com/v1/audio-analysis/5Eax0qFko2dh7Rl2lYs3bx,0.801,213061.0,0.475,5Eax0qFko2dh7Rl2lYs3bx,1.73e-05,7.0,0.0639,-8.797,0.0,0.0516,98.047,4.0,https://api.spotify.com/v1/tracks/5Eax0qFko2dh7Rl2lYs3bx,audio_features,spotify:track:5Eax0qFko2dh7Rl2lYs3bx,0.234,59583011,"['reggaeton', 'trap latino']"
73vIOb4Q7YN6HeJTbscRx5,Miss You,6TLwD7HPWuiOzvXEa3oCNe,Oliver Tree,Miss You,2022-08-05,93,,0.0128,https://api.spotify.com/v1/audio-analysis/73vIOb4Q7YN6HeJTbscRx5,0.587,206000.0,0.742,73vIOb4Q7YN6HeJTbscRx5,0.00107,6.0,0.146,-6.64,0.0,0.0529,145.007,4.0,https://api.spotify.com/v1/tracks/73vIOb4Q7YN6HeJTbscRx5,audio_features,spotify:track:73vIOb4Q7YN6HeJTbscRx5,0.199,1996229,['alternative hip hop']
4LRPiXqCikLlN15c3yImP7,As It Was,6KImCVD70vtIoJWnq6nGn3,Harry Styles,As It Was,2022-03-31,93,,0.342,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,0.52,167303.0,0.731,4LRPiXqCikLlN15c3yImP7,0.00101,6.0,0.311,-5.338,0.0,0.0557,173.93,4.0,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,audio_features,spotify:track:4LRPiXqCikLlN15c3yImP7,0.662,24493873,['pop']
1xzi1Jcr7mEi9K2RfzLOqS,CUFF IT,6vWDO969PvNqNYHIOW5v0m,Beyoncé,RENAISSANCE,2022-07-29,93,,0.0368,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,0.78,225389.0,0.689,1xzi1Jcr7mEi9K2RfzLOqS,9.69e-06,7.0,0.0698,-5.668,1.0,0.141,115.042,4.0,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,audio_features,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,0.642,32748982,"['dance pop', 'pop', 'r&b']"
3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Un Verano Sin Ti,2022-05-06,93,,0.08,https://api.spotify.com/v1/audio-analysis/3k3NWokhRRkEPhCzPmV8TW,0.647,258299.0,0.686,3k3NWokhRRkEPhCzPmV8TW,1.34e-06,3.0,0.528,-5.745,0.0,0.0413,79.928,4.0,https://api.spotify.com/v1/tracks/3k3NWokhRRkEPhCzPmV8TW,audio_features,spotify:track:3k3NWokhRRkEPhCzPmV8TW,0.268,59583011,"['reggaeton', 'trap latino']"
1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,5y8tKLUfMvliMe8IKamR32,d4vd,Romantic Homicide,2022-07-20,93,,0.453,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,0.571,132631.0,0.544,1xK59OXxi2TAAAbmZK0kBL,0.00805,6.0,0.322,-10.613,1.0,0.0299,132.052,4.0,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,audio_features,spotify:track:1xK59OXxi2TAAAbmZK0kBL,0.216,323930,['bedroom pop']
6G12ZafqofSq7YtrMqUm76,Monotonía,0EmeFodog0BfCgMzAIvKQp,Shakira,Monotonía,2022-10-19,92,,0.419,https://api.spotify.com/v1/audio-analysis/6G12ZafqofSq7YtrMqUm76,0.873,158805.0,0.695,6G12ZafqofSq7YtrMqUm76,1.23e-06,0.0,0.211,-4.207,0.0,0.0459,131.963,4.0,https://api.spotify.com/v1/tracks/6G12ZafqofSq7YtrMqUm76,audio_features,spotify:track:6G12ZafqofSq7YtrMqUm76,0.823,25631514,"['colombian pop', 'dance pop', 'latin pop']"
76OGwb5RA9h4FxQPT33ekc,SNAP,46xBNx0j6cwY6sD9LgMTm1,Rosa Linn,SNAP,2022-03-19,92,,0.107,https://api.spotify.com/v1/audio-analysis/76OGwb5RA9h4FxQPT33ekc,0.565,179551.0,0.636,76OGwb5RA9h4FxQPT33ekc,9.9e-06,0.0,0.447,-8.198,1.0,0.0638,170.01,4.0,https://api.spotify.com/v1/tracks/76OGwb5RA9h4FxQPT33ekc,audio_features,spotify:track:76OGwb5RA9h4FxQPT33ekc,0.525,148635,['alt z']
0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),46pWGuE3dSwY3bMMXGBvVS,Rema,Calm Down (with Selena Gomez),2022-08-25,92,,0.382,https://api.spotify.com/v1/audio-analysis/0WtM2NBVQNNJLh6scP13H8,0.801,239318.0,0.806,0WtM2NBVQNNJLh6scP13H8,0.000669,11.0,0.114,-5.206,1.0,0.0381,106.999,4.0,https://api.spotify.com/v1/tracks/0WtM2NBVQNNJLh6scP13H8,audio_features,spotify:track:0WtM2NBVQNNJLh6scP13H8,0.802,1415896,['nigerian pop']
0QHEIqNKsMoOY5urbzN48u,Made You Look,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,Takin' It Back,2022-10-21,92,,0.345,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,0.838,134256.0,0.525,0QHEIqNKsMoOY5urbzN48u,1.92e-06,10.0,0.0771,-3.562,1.0,0.0665,144.981,4.0,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,audio_features,spotify:track:0QHEIqNKsMoOY5urbzN48u,0.884,12172974,"['dance pop', 'hip pop', 'pop', 'post-teen pop']"
6Xom58OOXk2SoU711L2IXO,Moscow Mule,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Un Verano Sin Ti,2022-05-06,91,,0.294,https://api.spotify.com/v1/audio-analysis/6Xom58OOXk2SoU711L2IXO,0.804,245940.0,0.674,6Xom58OOXk2SoU711L2IXO,1.18e-06,5.0,0.115,-5.453,0.0,0.0333,99.968,4.0,https://api.spotify.com/v1/tracks/6Xom58OOXk2SoU711L2IXO,audio_features,spotify:track:6Xom58OOXk2SoU711L2IXO,0.292,59583011,"['reggaeton', 'trap latino']"
5ildQOEKmJuWGl2vRkFdYc,DESPECHÁ,7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,DESPECHÁ,2022-07-28,91,,0.184,https://api.spotify.com/v1/audio-analysis/5ildQOEKmJuWGl2vRkFdYc,0.919,157018.0,0.623,5ildQOEKmJuWGl2vRkFdYc,1.63e-05,7.0,0.0609,-6.521,1.0,0.0992,130.037,4.0,https://api.spotify.com/v1/tracks/5ildQOEKmJuWGl2vRkFdYc,audio_features,spotify:track:5ildQOEKmJuWGl2vRkFdYc,0.775,6302767,['r&b en espanol']
31i56LZnwE6uSu3exoHjtB,Neverita,4q3ewBCX7sLwd24euuV69X,Bad Bunny,Un Verano Sin Ti,2022-05-06,91,,0.0706,https://api.spotify.com/v1/audio-analysis/31i56LZnwE6uSu3exoHjtB,0.876,173119.0,0.498,31i56LZnwE6uSu3exoHjtB,0.0,10.0,0.143,-7.511,1.0,0.0478,122.016,4.0,https://api.spotify.com/v1/tracks/31i56LZnwE6uSu3exoHjtB,audio_features,spotify:track:31i56LZnwE6uSu3exoHjtB,0.428,59583011,"['reggaeton', 'trap latino']"
4Dvkj6JhhA12EX05fT7y2e,As It Was,6KImCVD70vtIoJWnq6nGn3,Harry Styles,Harry's House,2022-05-20,91,,0.342,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,0.52,167303.0,0.731,4Dvkj6JhhA12EX05fT7y2e,0.00101,6.0,0.311,-5.338,0.0,0.0557,173.93,4.0,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,audio_features,spotify:track:4Dvkj6JhhA12EX05fT7y2e,0.662,24493873,['pop']
6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,3MZsBdqDrRTJihTHQrO6Dq,Joji,Glimpse of Us,2022-06-10,91,,0.891,https://api.spotify.com/v1/audio-analysis/6xGruZOHLs39ZbVccQTuPZ,0.44,233456.0,0.317,6xGruZOHLs39ZbVccQTuPZ,4.78e-06,8.0,0.141,-9.258,1.0,0.0531,169.914,3.0,https://api.spotify.com/v1/tracks/6xGruZOHLs39ZbVccQTuPZ,audio_features,spotify:track:6xGruZOHLs39ZbVccQTuPZ,0.268,7402094,['viral pop']
3rWDp9tBPQR9z6U5YyRSK4,Midnight Rain,06HL4z0CvFAxyc27GXpf02,Taylor Swift,Midnights,2022-10-21,91,,0.69,https://api.spotify.com/v1/audio-analysis/3rWDp9tBPQR9z6U5YyRSK4,0.643,174783.0,0.363,3rWDp9tBPQR9z6U5YyRSK4,5.17e-05,0.0,0.115,-11.738,1.0,0.0767,139.865,4.0,https://api.spotify.com/v1/tracks/3rWDp9tBPQR9z6U5YyRSK4,audio_features,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,0.23,62687649,['pop']
5jQI2r1RdgtuT8S3iG8zFC,Lavender Haze,06HL4z0CvFAxyc27GXpf02,Taylor Swift,Midnights,2022-10-21,91,,0.258,https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC,0.733,202396.0,0.436,5jQI2r1RdgtuT8S3iG8zFC,0.000573,10.0,0.157,-10.489,1.0,0.08,96.985,4.0,https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC,audio_features,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,0.0976,62687649,['pop']
3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),3TVXtAsR1Inumwj472S9r4,Drake,"Honestly, Nevermind",2022-06-17,90,,0.000307,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,0.529,218365.0,0.673,3F5CgOj3wFlRv51JsHbxhe,2.41e-06,0.0,0.093,-4.711,1.0,0.175,165.921,4.0,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,audio_features,spotify:track:3F5CgOj3wFlRv51JsHbxhe,0.366,69088297,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
46s57QULU02Voy0Kup6UEb,Major Distribution,3TVXtAsR1Inumwj472S9r4,Drake,Her Loss,2022-11-04,90,,0.0127,https://api.spotify.com/v1/audio-analysis/46s57QULU02Voy0Kup6UEb,0.908,170502.0,0.546,46s57QULU02Voy0Kup6UEb,0.0,8.0,0.0707,-10.491,0.0,0.323,131.016,4.0,https://api.spotify.com/v1/tracks/46s57QULU02Voy0Kup6UEb,audio_features,spotify:track:46s57QULU02Voy0Kup6UEb,0.225,69088297,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
35ovElsgyAtQwYPYnZJECg,Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,5pKCCKE2ajJHZ9KAiaK11H,Rihanna,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),2022-10-28,90,,0.899,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,0.247,196520.0,0.299,35ovElsgyAtQwYPYnZJECg,0.0,9.0,0.131,-6.083,1.0,0.0315,177.115,4.0,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,audio_features,spotify:track:35ovElsgyAtQwYPYnZJECg,0.172,51120446,"['barbadian pop', 'dance pop', 'pop', 'urban contemporary']"
1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,6KImCVD70vtIoJWnq6nGn3,Harry Styles,Harry's House,2022-05-20,90,,0.298,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,0.714,177955.0,0.728,1qEmFfgcLObUfQm0j1W2CK,0.0,10.0,0.106,-4.595,1.0,0.0468,114.996,4.0,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,audio_features,spotify:track:1qEmFfgcLObUfQm0j1W2CK,0.901,24493873,['pop']
2KLwPaRDOB87XOYAT2fgxh,Pussy & Millions (feat. Travis Scott),3TVXtAsR1Inumwj472S9r4,Drake,Her Loss,2022-11-04,90,,0.0623,https://api.spotify.com/v1/audio-analysis/2KLwPaRDOB87XOYAT2fgxh,0.749,242027.0,0.63,2KLwPaRDOB87XOYAT2fgxh,0.0,4.0,0.353,-6.652,0.0,0.116,122.03,4.0,https://api.spotify.com/v1/tracks/2KLwPaRDOB87XOYAT2fgxh,audio_features,spotify:track:2KLwPaRDOB87XOYAT2fgxh,0.445,69088297,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,57vWImR43h4CaDao012Ofp,Steve Lacy,Bad Habit,2022-06-29,90,,0.626,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,0.686,232115.0,0.507,5CM4UuQ9Gnd6K2YyKGPMoK,7.51e-05,1.0,0.383,-7.097,1.0,0.0357,168.955,4.0,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,audio_features,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,0.69,2526471,['afrofuturism']
7dSZ6zGTQx66c2GF91xCrb,PROVENZA,790FomKkXshlbRYZFtlgla,KAROL G,PROVENZA,2022-04-22,90,,0.656,https://api.spotify.com/v1/audio-analysis/7dSZ6zGTQx66c2GF91xCrb,0.87,210200.0,0.516,7dSZ6zGTQx66c2GF91xCrb,0.00823,1.0,0.11,-8.006,1.0,0.0541,111.005,4.0,https://api.spotify.com/v1/tracks/7dSZ6zGTQx66c2GF91xCrb,audio_features,spotify:track:7dSZ6zGTQx66c2GF91xCrb,0.53,30127108,"['reggaeton', 'reggaeton colombiano']"
26hOm7dTtBi0TdpDGl141t,Die For You,3MZsBdqDrRTJihTHQrO6Dq,Joji,SMITHEREENS,2022-11-04,90,,0.383,https://api.spotify.com/v1/audio-analysis/26hOm7dTtBi0TdpDGl141t,0.472,211667.0,0.518,26hOm7dTtBi0TdpDGl141t,0.127,8.0,0.289,-7.379,1.0,0.051,147.805,4.0,https://api.spotify.com/v1/tracks/26hOm7dTtBi0TdpDGl141t,audio_features,spotify:track:26hOm7dTtBi0TdpDGl141t,0.154,7402094,['viral pop']
1wtOxkiel43cVs0Yux5Q4h,Snow On The Beach (feat. Lana Del Rey),06HL4z0CvFAxyc27GXpf02,Taylor Swift,Midnights,2022-10-21,90,,0.69,https://api.spotify.com/v1/audio-analysis/1wtOxkiel43cVs0Yux5Q4h,0.663,256124.0,0.319,1wtOxkiel43cVs0Yux5Q4h,0.000993,9.0,0.117,-13.481,1.0,0.0375,109.957,4.0,https://api.spotify.com/v1/tracks/1wtOxkiel43cVs0Yux5Q4h,audio_features,spotify:track:1wtOxkiel43cVs0Yux5Q4h,0.193,62687649,['pop']
5JhUm1v5AbI5Yu6jLKCPRO,No Se Va - En Vivo,6XkjpgcEsYab502Vr1bBeW,Grupo Frontera,No Se Va (En Vivo),2022-04-28,89,,0.121,https://api.spotify.com/v1/audio-analysis/5JhUm1v5AbI5Yu6jLKCPRO,0.594,194019.0,0.527,5JhUm1v5AbI5Yu6jLKCPRO,0.0,0.0,0.234,-9.335,1.0,0.0335,172.712,4.0,https://api.spotify.com/v1/tracks/5JhUm1v5AbI5Yu6jLKCPRO,audio_features,spotify:track:5JhUm1v5AbI5Yu6jLKCPRO,0.692,115331,['nueva musica mexicana']
3LtpKP5abr2qqjunvjlX5i,Doja,5H4yInM5zmHqpKIoMNAx4r,Central Cee,Doja,2022-07-21,89,,0.38,https://api.spotify.com/v1/audio-analysis/3LtpKP5abr2qqjunvjlX5i,0.911,97393.0,0.573,3LtpKP5abr2qqjunvjlX5i,0.0,6.0,0.403,-7.43,1.0,0.288,140.04,4.0,https://api.spotify.com/v1/tracks/3LtpKP5abr2qqjunvjlX5i,audio_features,spotify:track:3LtpKP5abr2qqjunvjlX5i,0.972,1908434,['melodic drill']
34ZAzO78a5DAVNrYIGWcPm,Shirt,7tYKF4w9nC0nq9CsPZTHyP,SZA,Shirt,2022-10-28,89,,0.146,https://api.spotify.com/v1/audio-analysis/34ZAzO78a5DAVNrYIGWcPm,0.824,181831.0,0.453,34ZAzO78a5DAVNrYIGWcPm,0.0273,3.0,0.0896,-9.604,0.0,0.0968,119.959,4.0,https://api.spotify.com/v1/tracks/34ZAzO78a5DAVNrYIGWcPm,audio_features,spotify:track:34ZAzO78a5DAVNrYIGWcPm,0.552,8766574,"['pop', 'r&b', 'rap']"
2TDyyEBasw10wu5Uh94bR1,PUNTO 40,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,PUNTO 40,2022-09-22,89,,0.00127,https://api.spotify.com/v1/audio-analysis/2TDyyEBasw10wu5Uh94bR1,0.873,190654.0,0.826,2TDyyEBasw10wu5Uh94bR1,0.0361,0.0,0.311,-0.722,1.0,0.0876,106.972,4.0,https://api.spotify.com/v1/tracks/2TDyyEBasw10wu5Uh94bR1,audio_features,spotify:track:2TDyyEBasw10wu5Uh94bR1,0.201,14474457,"['puerto rican pop', 'trap latino']"
0h7QMc9ZRzA9QJrbEHytn2,The Astronaut,5vV3bFXnN6D6N3Nj4xRvaV,JIN,The Astronaut,2022-10-28,89,,0.00446,https://api.spotify.com/v1/audio-analysis/0h7QMc9ZRzA9QJrbEHytn2,0.54,282463.0,0.761,0h7QMc9ZRzA9QJrbEHytn2,2.5e-06,5.0,0.137,-5.356,1.0,0.0311,124.988,4.0,https://api.spotify.com/v1/tracks/0h7QMc9ZRzA9QJrbEHytn2,audio_features,spotify:track:0h7QMc9ZRzA9QJrbEHytn2,0.215,4128456,['k-pop']
4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,4O15NlyKLIASxsJ0PrXPfz,Lil Uzi Vert,Just Wanna Rock,2022-10-17,89,,0.0652,https://api.spotify.com/v1/audio-analysis/4FyesJzVpA39hbYvcseO2d,0.486,123891.0,0.545,4FyesJzVpA39hbYvcseO2d,0.00474,11.0,0.0642,-7.924,1.0,0.0336,150.187,4.0,https://api.spotify.com/v1/tracks/4FyesJzVpA39hbYvcseO2d,audio_features,spotify:track:4FyesJzVpA39hbYvcseO2d,0.0385,14063662,"['melodic rap', 'philly rap', 'rap', 'trap']"
1zsPaEkglFvxjAhrM8yhpr,Hey Mor,1i8SpTcr7yvPOmcqrbnVXY,Ozuna,OzuTochi,2022-10-07,89,,0.00302,https://api.spotify.com/v1/audio-analysis/1zsPaEkglFvxjAhrM8yhpr,0.901,196600.0,0.589,1zsPaEkglFvxjAhrM8yhpr,0.000237,1.0,0.0992,-6.713,0.0,0.289,98.002,4.0,https://api.spotify.com/v1/tracks/1zsPaEkglFvxjAhrM8yhpr,audio_features,spotify:track:1zsPaEkglFvxjAhrM8yhpr,0.399,34405132,"['puerto rican pop', 'reggaeton', 'trap latino']"
34tz0eDhGuFErIuW3q4mPX,On BS,3TVXtAsR1Inumwj472S9r4,Drake,Her Loss,2022-11-04,89,,0.0201,https://api.spotify.com/v1/audio-analysis/34tz0eDhGuFErIuW3q4mPX,0.841,261544.0,0.358,34tz0eDhGuFErIuW3q4mPX,0.0,9.0,0.39,-8.368,1.0,0.591,158.014,4.0,https://api.spotify.com/v1/tracks/34tz0eDhGuFErIuW3q4mPX,audio_features,spotify:track:34tz0eDhGuFErIuW3q4mPX,0.329,69088297,"['canadian hip hop', 'canadian pop', 'hip hop', 'rap', 'toronto rap']"
3eX0NZfLtGzoLUxPNvRfqm,Maroon,06HL4z0CvFAxyc27GXpf02,Taylor Swift,Midnights,2022-10-21,89,,0.0573,https://api.spotify.com/v1/audio-analysis/3eX0NZfLtGzoLUxPNvRfqm,0.637,218271.0,0.398,3eX0NZfLtGzoLUxPNvRfqm,1.03e-06,7.0,0.101,-8.294,1.0,0.0564,108.075,4.0,https://api.spotify.com/v1/tracks/3eX0NZfLtGzoLUxPNvRfqm,audio_features,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,0.0374,62687649,['pop']
38T0tPVZHcPZyhtOcCP7pF,STAR WALKIN' (League of Legends Worlds Anthem),7jVv8c5Fj3E9VhNjxT4snq,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),2022-09-22,89,,0.148,https://api.spotify.com/v1/audio-analysis/38T0tPVZHcPZyhtOcCP7pF,0.637,210576.0,0.715,38T0tPVZHcPZyhtOcCP7pF,0.0,2.0,0.0892,-4.971,0.0,0.0455,141.872,4.0,https://api.spotify.com/v1/tracks/38T0tPVZHcPZyhtOcCP7pF,audio_features,spotify:track:38T0tPVZHcPZyhtOcCP7pF,0.308,12073366,"['lgbtq+ hip hop', 'pop']"
79HZAZNnOE97rb2hnI0XQr,LOKERA,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,LOKERA,2022-07-25,89,,0.21,https://api.spotify.com/v1/audio-analysis/79HZAZNnOE97rb2hnI0XQr,0.834,195294.0,0.828,79HZAZNnOE97rb2hnI0XQr,5.91e-06,11.0,0.103,-2.657,0.0,0.0452,102.019,4.0,https://api.spotify.com/v1/tracks/79HZAZNnOE97rb2hnI0XQr,audio_features,spotify:track:79HZAZNnOE97rb2hnI0XQr,0.58,14474457,"['puerto rican pop', 'trap latino']"
6TsVhM8qIkWN5cJVDIVbbz,Besos Moja2,1wZtkThiXbVNtj6hee6dz9,Wisin & Yandel,La Última Misión,2022-09-30,89,,0.0584,https://api.spotify.com/v1/audio-analysis/6TsVhM8qIkWN5cJVDIVbbz,0.736,229065.0,0.727,6TsVhM8qIkWN5cJVDIVbbz,1.91e-06,5.0,0.0976,-4.642,0.0,0.0571,94.048,4.0,https://api.spotify.com/v1/tracks/6TsVhM8qIkWN5cJVDIVbbz,audio_features,spotify:track:6TsVhM8qIkWN5cJVDIVbbz,0.644,5822276,"['electro latino', 'latin hip hop', 'reggaeton', 'trap latino']"
